drug,Cross Carmellose Sodium,Cross Povidone,Sodium Starch Glycolate,Low-Substituted Hydroxypropyl Cellulose,Pregelatinized Starch,MCC,Mannitol,Lactose,Di Calcium Phosphate,Sucrose,Sugartab,Eudragit EPO ,Precirol A TO 5 ,Kyron T-114,Aspartame ,Sodium Saccharin,Sucralose,Sodium Stearyl Fumarate,Magnesium Stearate ,Talc,Aerosil ,Polyvinylpyrrolidone (PVP) K- 30 ,Sodium Lauryl Sulphate,Flavour / Mint ,Classification,,actual dt
20,0,6,0,0,0,0,58.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,98.02
20,0,8,0,0,0,0,56.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,90.12
20,0,10,0,0,0,0,54.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,89.16
20,6,0,0,0,0,0,58.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,117.2
20,8,0,0,0,0,0,56.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,115.5
20,10,0,0,0,0,0,54.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,102.34
20,0,0,6,0,0,0,58.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,121.22
20,0,0,8,0,0,0,56.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,117.23
20,0,0,10,0,0,0,54.5,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,2,2.5,1,,113.09
25.53,2.13,0,0,0,0,0,46.81,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,1,,34
25.53,4.26,0,0,0,0,0,44.68,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,28
25.53,6.38,0,0,0,0,0,42.55,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,25
25.53,0,0,2.13,0,0,0,46.81,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,26
25.53,0,0,4.26,0,0,0,44.68,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,27
25.53,0,0,6.38,0,0,0,42.55,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,25
25.53,0,2.13,0,0,0,0,46.81,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,26
25.53,0,4.26,0,0,0,0,44.68,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,21
25.53,0,6.38,0,0,0,0,42.55,21.28,0,0,0,0,0,0,2.13,0,0,0,1.28,0.85,0,0,0,0,0,,24
33.33,1,0,0,0,0,58.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,37
33.33,3,0,0,0,0,56.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,38.66
33.33,5,0,0,0,0,54.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,32.33
33.33,0,1,0,0,0,58.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,43.33
33.33,0,3,0,0,0,56.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,37.66
33.33,0,5,0,0,0,54.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,31.33
33.33,0,0,1,0,0,58.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,42
33.33,0,0,3,0,0,56.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,45.66
33.33,0,0,5,0,0,54.33,0,0,0,0,0,0,0,0,0,3.33,0,0,2,2,0,0,0,0,1,,43.33
66.67,0,5,0,0,0,11,13.33,0,0,0,0,0,0,0,2,0,0,0,0.67,0.67,0,0,0,0.67,1,,35
66.67,0,10,0,0,0,6,13.33,0,0,0,0,0,0,0,2,0,0,0,0.67,0.67,0,0,0,0.67,0,,20
66.67,5,0,0,0,0,11,13.33,0,0,0,0,0,0,0,2,0,0,0,0.67,0.67,0,0,0,0.67,1,,40
66.67,10,0,0,0,0,6,13.33,0,0,0,0,0,0,0,2,0,0,0,0.67,0.67,0,0,0,0.67,1,,31
66.67,0,0,5,0,0,11,13.33,0,0,0,0,0,0,0,2,0,0,0,0.67,0.67,0,0,0,0.67,1,,51
66.67,0,0,10,0,0,6,13.33,0,0,0,0,0,0,0,2,0,0,0,0.67,0.67,0,0,0,0.67,1,,43
4,8,0,0,0,0,75.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,39.36
4,9,0,0,0,0,74.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,38.83
4,10,0,0,0,0,73.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,34.3
4,0,8,0,0,0,75.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,38.73
4,0,9,0,0,0,74.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,34.36
4,0,10,0,0,0,73.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0,,29.3
4,0,0,8,0,0,75.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,35.6
4,0,0,9,0,0,74.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,31.3
4,0,0,10,0,0,73.5,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,,34.3
1.33,0,0,2,0,0,66.67,26.67,0,0,0,0,0,0,0,0,0.67,0,0,0.67,2,0,0,0,0,0,,24
1.33,0,0,2.67,0,0,66,26.67,0,0,0,0,0,0,0,0,0.67,0,0,0.67,2,0,0,0,0,0,,30
1.33,0,0,3.33,0,0,65.33,26.67,0,0,0,0,0,0,0,0,0.67,0,0,0.67,2,0,0,0,0,0,,25
1.33,2,0,0,0,0,66.67,26.67,0,0,0,0,0,0,0,0,0.67,0,0,0.67,2,0,0,0,0,0,,28
1.33,2.67,0,0,0,0,66,26.67,0,0,0,0,0,0,0,0,0.67,0,0,0.67,2,0,0,0,0,0,,29
1.33,3.33,0,0,0,0,65.33,26.67,0,0,0,0,0,0,0,0,0.67,0,0,0.67,2,0,0,0,0,1,,33
10,3,0,0,0,0,62.67,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.67,0,0,0,0,1,,34
10,0,3,0,0,0,62.67,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.67,0,0,0,0,1,,32
10,0,0,3,0,0,62.67,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.67,0,0,0,0,1,,31
10,2,2,0,0,0,62,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.33,0,0,0,0,1,,32
10,2,0,2,0,0,62,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.33,0,0,0,0,0,,28
10,0,2,2,0,0,62,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.33,0,0,0,0,1,,32
10,3,3,0,0,0,60,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.33,0,0,0,0,0,,30
10,3,0,3,0,0,60,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.33,0,0,0,0,0,,23
10,0,3,3,0,0,60,0,20,0,0,0,0,0,0,1.33,0,0,0,1.33,1.33,0,0,0,0,0,,26
18,0,0,2,0,0,50,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,1,,73
18,0,0,4,0,0,48,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,1,,67
18,0,0,6,0,0,46,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,1,,62
18,2,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,1,,51
18,4,0,0,0,0,48,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,1,,42
18,6,0,0,0,0,46,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,1,,36
18,0,2,0,0,0,50,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,,25
18,0,4,0,0,0,48,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,,20
18,0,6,0,0,0,46,20,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,,18
3.91,0,0,4,0,0,0,0,0,86.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,1,,33
3.91,4,0,0,0,0,0,0,0,86.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,1,,30.66
3.91,0,4,0,0,0,0,0,0,86.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,1,,31.66
3.91,0,0,6,0,0,0,0,0,84.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,0,,29.66
3.91,6,0,0,0,0,0,0,0,84.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,0,,28
3.91,0,6,0,0,0,0,0,0,84.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,0,,28
3.91,0,0,8,0,0,0,0,0,82.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,0,,26.33
3.91,8,0,0,0,0,0,0,0,82.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,0,,22
3.91,0,8,0,0,0,0,0,0,82.59,0,0,0,0,0,1,0,0,0,1.5,1.5,0.5,0,0,1,0,,15.09
72,0,2,0,0,0,0,20.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,116.5
72,0,4,0,0,0,0,18.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,95.16
72,0,6,0,0,0,0,16.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,56.5
72,0,8,0,0,0,0,14.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,0,,27.83
72,2,0,0,0,0,0,20.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,168.83
72,4,0,0,0,0,0,18.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,98.12
72,6,0,0,0,0,0,16.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,73.16
72,8,0,0,0,0,0,14.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,36.66
72,0,0,2,0,0,0,20.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,171.83
72,0,0,4,0,0,0,18.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,153
72,0,0,6,0,0,0,16.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,81.5
72,0,0,8,0,0,0,14.4,0,0,0,0,0,0,0,4,0,0,0.4,0,0.8,0,0,0,0.4,1,,62.66
4,0,0,5,0,0,45.5,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,19.05
4,0,0,7.5,0,0,43,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,22.32
4,0,0,10,0,0,40.5,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,23.22
4,5,0,0,0,0,45.5,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,22.01
4,7.5,0,0,0,0,43,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,21.31
4,0,10,0,0,0,40.5,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,18.5
4,0,2.5,2.5,0,0,45.5,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,13.2
4,0,3.75,3.75,0,0,43,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,14.8
4,0,5,5,0,0,40.5,40,0,0,0,0,0,0,0,4,0,0,0,0.5,1,0,0,0,0,0,,14.99
3.33,1,0,0,0,0,13.33,4,76.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,52.5
3.33,2,0,0,0,0,13.33,4,75.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,48.3
3.33,4,0,0,0,0,13.33,4,73.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,20
3.33,0,1,0,0,0,13.33,4,76.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,42.5
3.33,0,2,0,0,0,13.33,4,75.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,38
3.33,0,4,0,0,0,13.33,4,73.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,18.3
3.33,0,0,2,0,0,13.33,4,75.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,70
3.33,0,0,4,0,0,13.33,4,73.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,65
3.33,0,0,6,0,0,13.33,4,71.33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,100
20,0,3,0,0,0,0,70,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,25
20,0,6,0,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,19
20,0,9,0,0,0,0,64,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,12
20,0,0,3,0,0,0,70,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,,50
20,0,0,6,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,,35
20,0,0,9,0,0,0,64,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,30
20,3,0,0,0,0,0,70,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,30
20,6,0,0,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,28
20,9,0,0,0,0,0,64,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,,20
2,1.67,1.67,1.67,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.56
2,3.33,0,1.67,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.63
2,0,5,0,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,10.81
2,1.67,3.33,0,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,8.73
2,0,3.33,1.67,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,7.23
2,3.33,0.83,0.83,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.3
2,1.67,0,3.33,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,16.27
2,1.67,1.67,1.67,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.53
2,5,0,0,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.87
2,0.83,3.33,0.83,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,10.31
2,0,1.67,3.33,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.72
2,0.83,0.83,3.33,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,15.64
2,3.33,1.67,0,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,12.07
2,0,0,5,0,0,32,55,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0.5,0,0,0,0,,18.84
25,0,0,0,0,0,36,36,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,,236
25,2,0,0,0,0,35,35,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,29
25,5,0,0,0,0,33.5,33.5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,24
25,10,0,0,0,0,31,31,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,24
25,0,0,2,0,0,35,35,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,,58
25,0,0,5,0,0,33.5,33.5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,,53
25,0,0,10,0,0,31,31,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,,53
25,0,2,0,0,0,35,35,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,22
25,0,5,0,0,0,33.5,33.5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,17
25,0,10,0,0,0,31,31,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,17
12.5,0,0,0,0,0,43.25,43.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,36
12.5,2,0,0,0,0,42.25,42.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,15
12.5,5,0,0,0,0,40.75,40.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,13
12.5,10,0,0,0,0,38.25,38.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,13
12.5,0,0,2,0,0,42.25,42.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,33
12.5,0,0,5,0,0,40.75,40.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,25
12.5,0,0,10,0,0,38.25,38.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23
12.5,0,2,0,0,0,42.25,42.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,18
12.5,0,5,0,0,0,40.75,40.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,11
12.5,0,10,0,0,0,38.25,38.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,12
10,0,0,3,0,0,30,51,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,78
10,0,0,4,0,0,30,50,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,66
10,0,0,5,0,0,30,49,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,56
10,3,0,0,0,0,30,51,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,71
10,4,0,0,0,0,30,50,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,53
10,5,0,0,0,0,30,49,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,46
10,0,3,0,0,0,30,51,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,67
10,0,4,0,0,0,30,50,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,46
10,0,5,0,0,0,30,49,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,25
12.5,0,8,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,6
12.5,0,0,8,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,7
12.5,8,0,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,11
12.5,0,4,4,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,9
12.5,4,4,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,8
12.5,4,0,4,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,15
12.5,3,3,3,0,0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,17
12.5,2,2,0,0,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,14
12.5,4,2,0,0,0,75.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,10.03
12.5,6,2,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,7.33
12.5,2,4,0,0,0,75.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,11.66
12.5,4,4,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,8.66
12.5,6,4,0,0,0,71.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,7.66
12.5,2,6,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,10.66
12.5,4,6,0,0,0,71.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,5.66
12.5,6,6,0,0,0,69.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,,7.66
